DID,Handle,Display Name,CreatedAt,Text,ReplyCount,RepostCount,LikeCount,QuoteCount,Parent DID,Parent Handle,Parent Display Name,Parent CreatedAt,Parent Text,Parent ReplyCount,Parent RepostCount,Parent LikeCount,Parent QuoteCount,Quoted DID,Quoted Handle,Quoted Display Name,Quoted CreatedAt,Quoted Text,Quoted ReplyCount,Quoted RepostCount,Quoted LikeCount,Quoted QuoteCount
did:plc:7p3zts5wy4hxxlfwfdb2jbsm,tetherin.bsky.social,Stuart Neil,2024-11-21T09:03:19.464Z,"Musk scaled back moderation and ..fired people charged with making the platform safer. Lies and misinformation about the U.S. elections and major scientific topics including climate change, misinformation research, and infectious diseases flourished on the platform.

www.science.org/content/arti...",1,3,12,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:oqvwrkkvhflg74g4y5t2ewuo,wtafishappening.bsky.social,WTF?,2024-11-22T19:25:41.859Z,"The article completely misses the point.

People want a place for ALL to participate in the town square, but not if ""participation"" includes bots, propaganda, misinformation, and bigotry. You know, zero CONTENT MODERATION.",0,0,2,0,did:plc:x4g4laxkmsrczwvnvbbgsm7g,muellershewrote.bsky.social,"Mueller, She Wrote",2024-11-22T19:16:06.819Z,The most hilarious part is that this drivel is paywalled,92,60,755,5,,,,,,0,0,0,0
did:plc:cjwn3ag67iezs2rkhmgrmmh6,tamarz.bsky.social,Not My Cat,2024-11-22T19:25:05.229Z,"Lots of MAGAs arriving. I've had to block a bunch in the last couple of days. And I reported two: one of them spreading COVID vaccine misinformation and another full of transphobic posts. 
Don't know how moderation works here -- anyone who can enlighten me?",0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:wsmyhx7hzoozs52jbejg62w6,jacobgiles.bsky.social,J.W. Giles,2024-11-22T19:03:07.053Z,@davidpakman.bsky.social An example of why proper moderation is key to an operational platform. Hopefully it’s a stepping stone toward the destruction of misinformation and bots.,0,0,2,0,did:plc:v2rs64wmlua4scd5qi5yrkpp,davidpakman.bsky.social,David Pakman,2024-11-22T13:19:01.584Z,"Bluesky is already quickly replacing Twitter as a place where I am finding stories I want to talk about on my show, or finding video clips that are worth reacting to, etc.",758,1116,23077,43,,,,,,0,0,0,0
did:plc:t7okfbzuxqrlrcnuliluncpf,waynencullen.bsky.social,Wayne Cullen,2024-11-22T18:12:01.459Z,"I would revise the headline to:
""Right Wing Extremist Radicals Join Bluesky, Face Moderation Enforcement""

Real conservatives do not face abuse and censorship in Bluesky community; abusers and misinformation peddlers will.",0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:wlxmovqrcg4vnm7xgzwfuqu2,ratelimitexceeder.bsky.social,HighTrustSocietyAspirer,2024-11-22T15:25:23.769Z,"Twitter didn't really kick up moderation in a serious way until COVID, because platforms were getting swamped with misinformation and harassment, and then it stuck around until Elon bought it. Cons were mad because all their ""plandemic"" stuff got blocked.",0,0,2,0,did:plc:5boijynjbphhn7nqbc55wt4w,rivertam.bsky.social,River_Tam,2024-11-22T15:23:23.262Z,"yeah I think this is right. Even as far back as the first Trump term ""pronouns in bio"" became a general purpose insult even in an apolitical discussion.",2,7,51,1,,,,,,0,0,0,0
did:plc:j6zkvzii2ihvyeaq4zmlqqw3,superfamimike.bsky.social,Mike,2024-11-22T14:14:20.431Z,A few days in and I’m already amazed at how fast the Bluesky moderation team is at taking action against accounts that spit out hateful crap and misinformation.,0,0,1,0,did:plc:j6zkvzii2ihvyeaq4zmlqqw3,superfamimike.bsky.social,Mike,2024-11-17T17:25:53.148Z,"How has everyone found the moderation system around here? 
From what I can tell, it’s pretty good—I’m not seeing much of the typical ‘BS’ engagement posts you find on the bird app or Threads.",1,0,0,0,,,,,,0,0,0,0
did:plc:p5nnabuplqwirlu6nvvrqjch,giza009kkg.bsky.social,Sargent Salt & Pepa,2024-11-22T13:30:56.823Z,"While the fediverse is not a panacea for misinformation, it represents a crucial step toward reclaiming the digital public square. By decentralizing control and fostering user-driven content moderation, these platforms offer an opportunity to rebuild trust in online information.",1,0,0,0,did:plc:p5nnabuplqwirlu6nvvrqjch,giza009kkg.bsky.social,Sargent Salt & Pepa,2024-11-22T13:29:55.862Z,"#Bluesky, in particular, has seen rapid growth, doubling its user base to over 15 million in just three months. By enabling users to bypass the walled gardens of Big Tech, the fediverse offers a glimpse into a future where individuals, rather than algorithms, control their social media experiences.",1,0,1,0,,,,,,0,0,0,0
did:plc:y4tykn5cswti5k5lvw7ltbn3,tandigi.bsky.social,tandigi,2024-11-22T13:07:11.324Z,It’s not an issue of left or right. It’s an issue of a needing a robust social media platform that has moderation and does not propagate hate and misinformation. This article is pure nonsense.🙄,1,4,32,0,did:plc:y3xrmnwvkvsq4tqcsgwch4na,theglobeandmail.com,The Globe and Mail,2024-11-22T11:10:10Z,"Opinion -  The problem with Bluesky: It won’t broaden our horizons: In the wake of Donald Trump’s election win, the social-media platform has enjoyed a surge of new users looking for an alternative to Elon Musk’s X. But will it be useful, if it just creates an echo chamber for the left?",5898,98,356,4100,,,,,,0,0,0,0
did:plc:an7h4edjxanj2rb2qs4qozng,ontologi.bsky.social,Ontologi,2024-11-22T11:49:22.974Z,"Incorporating emergent regulatory mechanisms into social media platforms is essential for a balanced and healthy digital ecosystem. By enabling adaptive, self-organizing moderation, we can better address misinformation and harmful content, promoting a more informed and respectful online community.",0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:lmtbrbqwmupuu2esqbtnvlba,joebacabra.bsky.social,Joe,2024-11-23T22:22:15.761Z,"I think what everyone is searching for is moderation and powers of moderation are good when shown what biased moderation for negativity brings. The ""echo chamber"" arguments fall flat when we see that it was never free speech, but blatant and promoted misinformation through said biased moderation.",0,1,4,0,did:plc:m65ifh7vn5zdgs7izcmht4gy,erininthemorning.com,Erin Reed,2024-11-23T21:02:22.921Z,"This is entirely true. A lot of the high value posters have moved here, people who intelligently discuss important topics, report on news that major media outlets are often so slow on, and whats more... the trolls, hate comments, and slurs are a tiny fraction of what they are on Elon's twitter.",137,660,7415,19,,,,,,0,0,0,0
did:plc:hza5qbmpnf5qtqfizhung2r6,jcreek.bsky.social,Jenny Creek,2024-11-23T21:33:43.371Z,"Doesn’t seem healthy. 

Should be more education & pushback on the difference between moderation against hate & misinformation and censorship. 

We are giving up on a generation of young people.",0,0,0,0,did:plc:e62gb2ushvtvjvqcbrxeaw2n,chrislhayes.bsky.social,Chris Hayes,2024-11-23T16:19:23.116Z,"If I take a step back and think about it, it actually makes perfect sense we would end up with a right coded social media platform and a left coded one.",902,702,13251,151,,,,,,0,0,0,0
did:plc:mfcvybcjcnnx4t74tmfd4bgc,aquietluxury.bsky.social,Colette,2024-11-23T18:24:38.447Z,Moderation tools like this really and truly make me appreciate this platform so much. Feels good to get online when you can and not be inundated with messages of hate and misinformation.,0,0,2,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:kkmrfbcbvqfgebpi3levkvdd,finngudboy.bsky.social,Finn (and human who translates),2024-11-23T13:34:18.140Z,Yes he eliminated the moderation team and bastardized the blue check mark feature to pave the way for Russian troll farms to both post misinformation and then dominate the replies to it with affirmation.,0,0,1,0,did:plc:vovinwhtulbsx4mwfw26r5ni,theguardian.com,The Guardian,2024-11-23T13:18:11Z,"Jeff Jarvis: ‘Elon Musk’s investment in Twitter seemed insane, but it gave him this power’",15,54,229,12,,,,,,0,0,0,0
did:plc:cukli2om4gqyw34rf6xx7apu,lol-23las.bsky.social,Bruh,2024-11-23T08:14:33.630Z,"I get what you're saying, but a lot of the time 'hate speech' is just a label slapped on opinions they don't like. These platforms aren't neutral, they enforce rules unevenly, and plenty of liberal misinformation slips through. It's more about control than actual moderation.",0,0,0,0,did:plc:x4g4laxkmsrczwvnvbbgsm7g,muellershewrote.bsky.social,"Mueller, She Wrote",2024-11-23T05:29:07.168Z,"I think it speaks volumes that right wingers criticize bluesky for being “liberal” and “left wing”, when it’s really just that hate speech isn’t allowed.",1652,10523,75757,410,,,,,,0,0,0,0
did:plc:qfja5pjd3c7s2d4pqjh6b4w3,neverpilled.bsky.social,Not Again,2024-11-23T05:46:18.128Z,What I’m preparing for is the slew of misinformation we will be getting out of this administration and what will be posted on social media will need to be all the more vetted and so far Bluesky seems to have the best moderation,0,0,2,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:tktvfcyzpll5b6wgpzmrism4,jaleesapphic.bsky.social,"Jami, Part-Time Sapphic",2024-11-23T02:05:05.790Z,"I love how literally any social media where Rs have traction, it's a hotbed of misinformation and abuse and that's just fine. But the second liberals create an online space with protective moderation and community guidelines, the media decides that it's some sort of Orwellian nightmare. Jesus.",0,0,3,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:upn6gxdzov5h75sgldozzy4j,nghoffman.bsky.social,,2024-11-23T00:18:02.859Z,"The files indicated that Twitter had interactions with various government agencies, including the FBI and CIA, concerning content moderation. These communications involved discussions about potential foreign interference and misinformation on the platform.",0,0,0,0,did:plc:cak4klqoj3bqgk5rj6b4f5do,mmasnick.bsky.social,Mike Masnick,2024-11-23T00:00:34.687Z,So you didn't read the article. Got it.,7,0,6,0,,,,,,0,0,0,0
did:plc:pznbvuaivwnuwzl6lkg26nti,freespeechinst.bsky.social,Institute of Free Speech,2024-11-24T23:34:30.510Z,"The goal of this account is informing people about companies, governments, and individuals trampling people’s free speech — or creating propaganda about free speech

We will also create moderation lists to block these actors as well as accounts that engage in hate speech and misinformation",0,0,1,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:cia4wexjmgimapcaqm5k7h4o,archbladecahouse.bsky.social,Author C.A.House ,2024-11-24T17:43:29.331Z,"Stuff like that is going to show up no matter where you go. With millions of users, precise moderation is going to be difficult if not impossible. What matters is the regulation and prevention of misinformation and bigotry.

Andrew Tate being banned in 1 day is worth some porn bots.",1,0,0,0,did:plc:qbhno4wuo6fbvhkyenzjqbs6,opentolisten.bsky.social,,2024-11-24T17:32:10.885Z,"A little concerned, the same porn pushers are starting to show up here as on X. I notice they have 1,000’s of followers. I guess this is going to be the same as X eventually? Hope not.",1,0,1,0,,,,,,0,0,0,0
did:plc:nmmd6b3l546tulabbhq6l7vv,patfarren.bsky.social,Patrick Farren,2024-11-24T13:10:08.424Z,"🧵 3/

Grok AI could potentially be weaponized if it lacks proper safeguards, ethical guidelines, and content moderation. Weaponization in this context refers to the misuse of AI technology to facilitate harmful activities, spread misinformation, or amplify extremist ideologies.",1,0,0,0,did:plc:nmmd6b3l546tulabbhq6l7vv,patfarren.bsky.social,Patrick Farren,2024-11-24T13:08:05.148Z,"🧵 2/

Grok's training data is corrupt and I fear that Grok will become   the lead in The Machines that enslave humanity. 

At this point, we have evidence that Musk will lie, manipulate, and do whatever he wants because he is immune from the reach of the law.",1,0,0,0,,,,,,0,0,0,0
did:plc:sxjmui42csfq3jh5bnymwg5u,chrilecavsec.bsky.social,Christian Avsec,2024-11-24T12:07:17.062Z,"I'm not blind. I know trolls and haters will join Bluesky as a new battlefield.
But the key word is ""Moderation"". As long as BS will do his job to ban bullying , violence. misinformation and consider blocking is legit to keep my place of mind, I will stay here. Long life to BS.",0,0,0,0,did:plc:xlqcxpk53spbhlypj6wmvvke,popbase.tv,Pop Base,2024-11-24T10:22:02.491Z,Bluesky has surpassed 22M users.,202,661,11101,143,,,,,,0,0,0,0
did:plc:znbpiul73wvtgmdaqp4ztbnt,scopecreep.bsky.social,Scopecreep,2024-11-24T06:15:39.559Z,"That's over back on x where you're not even allowed to say bluesky and get shadow banned if you do, but get promoted for extremism and misinformation.  With the right moderation tooling here it's made the feeds rather peaceful. I'll continue to block low value people to keep it that way",0,0,0,0,did:plc:p3onj6sca5akyzjjauuf3bbu,oldbluedog96.bsky.social,,2024-11-24T02:55:03.299Z,So echo chamber for extremism,2,0,2,0,,,,,,0,0,0,0
did:plc:znbpiul73wvtgmdaqp4ztbnt,scopecreep.bsky.social,Scopecreep,2024-11-25T20:25:06.694Z,"Not sure if bluesky just has higher quality people or wonderful moderation tools, but just scrolling and I've noticed an absence of threats, gaslighting, misinformation, verbal attacks and isms. The quality of content is great and I've read many things from a diverse base of knowledge and experience",0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:3hf5quw7arjiztbaact3v7u6,leithmotive.bsky.social,LeithMotive,2024-11-25T19:40:32.215Z,"Otoh, the lack of moderation and accreditation here is something the EU may strongly wish to discourage given the risks of misinformation on social media platforms.",1,0,0,0,did:plc:jjbsxatjvw35joagnd6ythxg,t0nyyates.bsky.social,Tony Yates,2024-11-25T19:29:13.077Z,Also - the EU would love something to help them kill X.  X is helping those undermining EU democracies and the idea of the EU itself.  Thwarting Bluesky would be self harm.,3,1,16,0,,,,,,0,0,0,0
did:plc:36h6ttx2g23zqr4accilbvo7,lucidillusions.in,The Doctor,2024-11-25T16:20:27.004Z,"it seems to be open for me, so sharing screengrab of the story.",1,0,2,0,did:plc:x6fhj7av5oorcsnbdtbhz2au,prateekwaghre.com,Prateek Waghre,2024-11-25T15:56:09.154Z,"Story is FT-walled for me, but this bit is enough for me start pulling out some hair.",2,0,1,0,,,,,,0,0,0,0
did:plc:fb5st45zfdazln7tdwuxti2i,slperryer.bsky.social,Sophie Perryer,2024-11-25T16:05:47.877Z,Great piece from my colleague @ascottreid.bsky.social on Bluesky's approach to misinformation and content moderation: www.logicallyfacts.com/en/article/b...,1,0,1,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:xtpcxc554xjwbxiz7tuwtigc,tirb.bsky.social,Tirb,2024-11-25T01:36:25.796Z,"Bsky isnt an echochamber it just has moderation

which leads to a lot of right wingers getting banned for hate speech and misinformation",0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:gk764u6lchgnuvtql73cn5z2,greup.bsky.social,,2024-11-25T00:49:27.120Z,I'm wondering if GOP won't try to pass a law that would make twitters moderation rules mandatory for social media. No safe spaces for political enemies and everyone subject to maga trolls and misinformation campains.,0,0,0,0,did:plc:bbp2b224lro3bfnzcqwwnkfo,emptywheel.bsky.social,emptywheel,2024-11-24T23:42:18.586Z,"My guess is that if Xitter loses its status as public platform (it probably still needs to shed ~1/4 of remaining users for that to happen for real, Elon will increasingly use it to accrue raw power by threatening governments with political violence.",53,128,763,7,,,,,,0,0,0,0
did:plc:dlp3kqfqg2umjocsw7mbgfsi,b0ltme.bsky.social,,2024-11-26T23:19:42.765Z,"The purchase of Twitter? From the start, I saw clearly that his plan was to take down all guard rails and moderation to allow the proliferation of misinformation (dog whistle: ""free speech""). That's what won the election. Rampant misinformation spread by thousands of unfettered bots.",2,0,7,0,did:plc:oayfcud3qf3fw6fw5rmcepoe,caezar.io,Caezar,2024-11-26T23:01:33.352Z,Standing firm on my now-foolish view that Elon spent $44B to buy red state Tesla buyers.,1,0,1,0,,,,,,0,0,0,0
did:plc:znbpiul73wvtgmdaqp4ztbnt,scopecreep.bsky.social,Scopecreep,2024-11-26T20:01:49.565Z,The moderation list I'm using seems to have blocked most of them as they join. Feed is still peaceful and misinformation is low,0,0,1,0,did:plc:ezxfbsdjjylaoagv5bvz7sqb,aaronparnas.bsky.social,Aaron Parnas,2024-11-26T17:21:01.090Z,"There is an increasing number of MAGA accounts on this app. 

Two thoughts. 

First, it is clear that Bluesky is the future. 

Second, let's band together and keep this positive energy going, no matter who joins.",575,998,9855,59,,,,,,0,0,0,0
